ID,App,Category,Rating,Reviews,Size (MB),Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4688,HBO GO: Stream with TV Package,FAMILY,3.8,87734,32,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up
4689,Sic Bo Rave,GAME,3.9,164,33,"10,000+",Free,0,Teen,Card,"September 23, 2013",1.0.1,2.3.3 and up
4690,Thai Sic Bo,GAME,4.1,14283,4.2,"1,000,000+",Free,0,Teen,Casino,"October 1, 2017",1.1.2,4.0 and up
4691,Bo's Dinnertime Story,FAMILY,4.3,6,33,"1,000+",Paid,$2.49 ,Everyone,Education;Pretend Play,"December 25, 2017",1.5,4.0.3 and up
4692,BOO! - Next Generation Messenger,SOCIAL,3.5,20675,96,"1,000,000+",Free,0,Teen,Social,"August 2, 2018",4.4.0,5.0 and up
4693,Wishbone - Compare Anything,SOCIAL,4.3,51569,26,"1,000,000+",Free,0,Teen,Social,"July 30, 2018",5.4.7,4.1 and up
4694,Bo's School Day,FAMILY,4.7,10,30,"1,000+",Paid,$2.99 ,Everyone,Education;Pretend Play,"December 18, 2017",1.3,4.0.3 and up
4695,Bounce Classic,GAME,4.5,38297,6.4,"10,000,000+",Free,0,Everyone,Arcade,"July 5, 2018",1.0.8,4.0.3 and up
4696,Habbo - Virtual World,FAMILY,3.8,159398,28,"5,000,000+",Free,0,Teen,Role Playing,"May 30, 2018",2.22.0,4.2 and up
4697,Bomber Friends,GAME,4.5,776730,49,"10,000,000+",Free,0,Everyone 10+,Action,"July 26, 2018",2.23,4.0.3 and up
4698,Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152,16,"10,000+",Free,0,Teen,Casino,"July 8, 2018",2.1.2,4.1 and up
4699,Power Spheres by BoBoiBoy,FAMILY,4.3,70903,51,"5,000,000+",Free,0,Everyone,Puzzle;Brain Games,"May 3, 2018",1.3.20,4.0.3 and up
4700,Bo Aung Din,EVENTS,4.1,110,2.6,"5,000+",Free,0,Teen,Events,"June 5, 2018",Version 1.3.1,4.0.3 and up
4701,No Crop & Square for Instagram,PHOTOGRAPHY,4.6,819694,25,"10,000,000+",Free,0,Everyone,Photography,"June 26, 2018",4.2.3,4.0 and up
4702,Hungry Shark World,GAME,4.5,1243017,27,"50,000,000+",Free,0,Teen,Action,"July 18, 2018",3.0.0,4.2 and up
4703,Go-Go-Goat! Free Game,FAMILY,4.5,66740,23,"1,000,000+",Free,0,Everyone,Arcade;Action & Adventure,"July 8, 2016",2.4.4,2.3 and up
4704,BPme - Mobile Fuel Payment & BP Driver Rewards app,TRAVEL_AND_LOCAL,3,69,31,"10,000+",Free,0,Everyone,Travel & Local,"June 11, 2018",3.4.1,5.0 and up
4705,My BP Lab,HEALTH_AND_FITNESS,2.6,186,25,"10,000+",Free,0,Everyone,Health & Fitness,"May 19, 2018",1.1.0,8.0 and up
4706,BP World Energy,BUSINESS,3.4,25,16,"10,000+",Free,0,Everyone,Business,"July 27, 2018",1.1.2,4.1 and up
4707,iBP Blood Pressure,MEDICAL,4.4,578,0.704,"10,000+",Paid,$0.99 ,Everyone,Medical,"November 30, 2014",7.0.1,2.2 and up
4708,Blood Pressure,MEDICAL,4.2,33033,7.4,"5,000,000+",Free,0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up
4709,BP and Sugar Test Prank,LIFESTYLE,4,7808,5,"1,000,000+",Free,0,Everyone,Lifestyle,"November 5, 2015",1.2.1,2.2 and up
4710,Blood Pressure Log - MyDiary,MEDICAL,4.7,8347,2.6,"500,000+",Free,0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up
4711,iFORA BP,MEDICAL,3.4,18,45,"1,000+",Free,0,Everyone,Medical,"June 5, 2018",1.2.4,2.3.3 and up
4712,MbH BP,MEDICAL,3.7,9,23,"1,000+",Free,0,Everyone,Medical,"October 3, 2017",1.1.3,2.3.3 and up
4713,Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up
4714,Cardio Journal — Blood Pressure Log,MEDICAL,4.5,3320,8.3,"100,000+",Free,0,Everyone,Medical,"February 12, 2018",3.1.1,4.1 and up
4715,Blood Pressure Info,FAMILY,3.9,174423,7.9,"10,000,000+",Free,0,Everyone,Entertainment,"August 2, 2018",2.28,4.0 and up
4716,BP Journal - Blood Pressure Diary,MEDICAL,5,6,26,"1,000+",Free,0,Everyone,Medical,"May 25, 2018",1.0.32,4.4 and up
4717,Blood Pressure Monitor,MEDICAL,4.3,17,6,"10,000+",Free,0,Everyone,Medical,"February 25, 2017",1.0.1,4.4 and up
4718,Blood Pressure Companion,MEDICAL,4.2,178,4.8,"1,000+",Paid,$0.99 ,Everyone,Medical,"July 22, 2018",4.1.5 (Steglitz),4.1 and up
4719,MedM Blood Pressure,MEDICAL,4,255,16,"10,000+",Free,0,Everyone,Medical,"May 25, 2018",2.5.80,4.2 and up
4720,"Diabetes, Blood Pressure, Health Tracker App",MEDICAL,4.5,309,5.9,"10,000+",Free,0,Everyone,Medical,"March 15, 2017",2.21,4.4 and up
4721,Blood Pressure(BP) Report Lite,MEDICAL,4,91,0.335,"10,000+",Free,0,Everyone,Medical,"February 8, 2012",1.6,2.1 and up
4722,bp e-store,BOOKS_AND_REFERENCE,4.4,52,2.2,"1,000+",Free,0,Everyone,Books & Reference,"January 15, 2016",2.0.7,4.0 and up
4723,Wireless BP,MEDICAL,1.8,30,0.887,500+,Free,0,Everyone,Medical,"May 27, 2016",1.1,4.3 and up
4724,BP Tracker,HEALTH_AND_FITNESS,4.3,12,0.613,"1,000+",Free,0,Everyone,Health & Fitness,"February 20, 2016",1.0.0,5.0 and up
4725,BP Log lite,LIFESTYLE,5,3,1.5,100+,Free,0,Everyone,Lifestyle,"November 15, 2014",1.1,2.2 and up
4726,MI-BP,HEALTH_AND_FITNESS,5,1,12,50+,Free,0,Everyone,Health & Fitness,"April 9, 2018",1.0.8.506,5.0 and up
4727,BP-Tech,FAMILY,3.2,12,13,"1,000+",Free,0,Everyone,Casual,"February 3, 2018",1.3_4,4.0 and up
4728,Blood Pressure Diary,FAMILY,4.6,47,3.3,"5,000+",Free,0,Everyone,Simulation,"August 1, 2018",1.1,4.0.3 and up
4729,High Blood Pressure,MEDICAL,3.8,4,2.9,"1,000+",Free,0,Everyone,Medical,"June 1, 2016",1,3.0 and up
4730,Simple Blood Pressure log,MEDICAL,3.9,31,10,"1,000+",Free,0,Everyone,Medical,"January 15, 2016",1.0.1,4.4 and up
4731,BP Tracker-Symptoms & Solution,MEDICAL,4.2,34,3.2,"1,000+",Free,0,Everyone,Medical,"October 12, 2016",1.2016,3.0 and up
4732,Blood Pressure Tracker,MEDICAL,4,11,1.8,"1,000+",Free,0,Everyone,Medical,"November 8, 2017",1.1.1,4.0 and up
4733,Hypertension Hi blood pressure,MEDICAL,3.8,292,2.7,"100,000+",Free,0,Everyone,Medical,"April 16, 2018",43,4.0.3 and up
4734,BP Scanner Prank,FAMILY,4.1,157,7,"50,000+",Free,0,Everyone,Entertainment,"September 20, 2016",1.2,4.0.3 and up
4735,Deep Breathe BP,HEALTH_AND_FITNESS,3.9,26,12,"1,000+",Free,0,Everyone,Health & Fitness,"June 9, 2018",1,4.1 and up
4736,BP Toolbox,HEALTH_AND_FITNESS,2.1,32,9.6,"1,000+",Free,0,Everyone,Health & Fitness,"May 22, 2018",5.9,4.3 and up
4737,bp Magazine for Bipolar,LIFESTYLE,1.8,5,18,"1,000+",Free,0,Everyone 10+,Lifestyle,"February 12, 2018",26,4.1 and up
4738,Blood Pressure - Heartcare,MEDICAL,4.2,70,1.9,"10,000+",Free,0,Everyone,Medical,"May 27, 2016",2.46 Saber,4.4 and up
4739,UM BP Track,MEDICAL,2,1,29,50+,Free,0,Everyone,Medical,"June 27, 2017",7.9.0 (5192),5.0 and up
4740,Blood pressure,HEALTH_AND_FITNESS,3.4,2256,1.6,"500,000+",Free,0,Everyone,Health & Fitness,"July 31, 2014",1.1.0,4.0 and up
4741,High Blood Pressure Symptoms,MEDICAL,4.3,46,2,"10,000+",Free,0,Everyone,Medical,"April 5, 2017",1.0.2,4.0.3 and up
4742,BQ Services,TOOLS,3.7,5004,2.5,"1,000,000+",Free,0,Everyone,Tools,"July 9, 2018",8.3.6-e04ac87,Varies with device
4743,BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,GAME,4.7,191,7.2,"5,000+",Free,0,Everyone,Trivia,"July 31, 2018",4.1.2,4.1 and up
4744,"Brilliant Quotes: Life, Love, Family & Motivation",BOOKS_AND_REFERENCE,4.5,67186,6.3,"1,000,000+",Free,0,Everyone 10+,Books & Reference,"May 18, 2018",4.4.10,2.3.3 and up
4745,BQ Scan,TOOLS,4.6,18,4,100+,Free,0,Everyone,Tools,"April 1, 2018",3.4.5,4.0 and up
4746,Add-On: bq (a),PRODUCTIVITY,3.6,26,1.2,"5,000+",Free,0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up
4747,Software Update,TOOLS,4.4,8259,3.5,"1,000,000+",Free,0,Everyone,Tools,"July 18, 2018",13.3,4.0 and up
4748,RoboPad,FAMILY,4.6,41,9.2,"1,000+",Free,0,Everyone,Education,"July 7, 2017",5.1,2.3 and up
4749,Bono’s Pit Bar-B-Q,FAMILY,2.3,3,36,"1,000+",Free,0,Everyone 10+,Entertainment,"January 23, 2018",2.4,2.3.3 and up
4750,QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8211,4.1,"5,000,000+",Free,0,Everyone,Productivity,"July 20, 2018",1.8.4,4.4 and up
4751,BQ Scanner,TOOLS,3,2,2.7,100+,Free,0,Everyone,Tools,"October 10, 2017",1.0.1,4.4 and up
4752,Bar-B-Q Rib House,FOOD_AND_DRINK,5,2,33,50+,Free,0,Everyone,Food & Drink,"March 8, 2018",0.8,2.3.3 and up
4753,Gold Wallpapers,PERSONALIZATION,4.5,43,28,"10,000+",Free,0,Everyone,Personalization,"March 26, 2018",1.1,4.0 and up
4754,[Substratum] M5 Theme,PERSONALIZATION,4.4,16,6.7,"5,000+",Free,0,Everyone,Personalization,"March 10, 2018",1.3.4,7.0 and up
4755,Zowi App,FAMILY,4.5,516,21,"50,000+",Free,0,Everyone,Education;Education,"December 21, 2016",1.4.1,4.0.3 and up
4756,Bar-B-Q Recipes,FOOD_AND_DRINK,4.8,18,3.5,"5,000+",Free,0,Everyone,Food & Drink,"August 15, 2016",1,4.0 and up
4757,System Update Free,TOOLS,4.3,3068,6,"100,000+",Free,0,Everyone,Tools,"July 20, 2018",11.1,4.0 and up
4758,Woody's Bar-B-Q,FOOD_AND_DRINK,3.7,3,27,"1,000+",Free,0,Everyone,Food & Drink,"March 5, 2018",1.01.03,4.1 and up
4759,Launcher Oreo 8.1,PERSONALIZATION,4.5,13466,3.4,"500,000+",Free,0,Everyone,Personalization,"June 19, 2018",1.9,5.0 and up
4760,Free antivirus and VPN,TOOLS,4.3,27749,16,"1,000,000+",Free,0,Everyone,Tools,"July 19, 2018",3.3.6,4.0.3 and up
4761,RoboPad++,FAMILY,4.4,77,10,"10,000+",Free,0,Everyone,Education,"July 7, 2017",1.6,2.3 and up
4762,Simple Gallery,TOOLS,4.5,28030,9,"1,000,000+",Free,0,Everyone,Tools,"August 2, 2018",4.4.4,4.1 and up
4763,Pick-a-Paint,LIFESTYLE,1.6,242,36,"50,000+",Free,0,Everyone,Lifestyle,"May 14, 2018",1.2.1,3.0 and up
4764,Left vs Right: Brain Training,FAMILY,4.5,75719,30,"5,000,000+",Free,0,Everyone,Educational,"November 24, 2017",3.3.0,4.0.3 and up
4765,Baskin-Robbins,FOOD_AND_DRINK,3.8,1103,6.6,"100,000+",Free,0,Everyone,Food & Drink,"June 8, 2018",1.4.0-2,4.1 and up
4766,Infinity Dungeon VIP,FAMILY,4.3,21804,44,"1,000,000+",Paid,$0.99 ,Everyone 10+,Role Playing,"July 3, 2018",2.6.6,2.3 and up
4767,Carros Rebaixados BR,GAME,4.3,20691,89,"1,000,000+",Free,0,Everyone,Racing,"July 31, 2018",5.7.1,4.4 and up
4768,BR,LIFESTYLE,3,859,3.5,"100,000+",Free,0,Everyone,Lifestyle,"July 19, 2018",1.7.7,2.2 and up
4769,Bleacher Report Live,SPORTS,4,232,32,"50,000+",Free,0,Everyone,Sports,"August 1, 2018",2.1.2,5.0 and up
4770,Cardboard,LIBRARIES_AND_DEMO,4.2,130287,50,"10,000,000+",Free,0,Everyone,Libraries & Demo,"March 14, 2016",1.8,4.1 and up
4771,QR Code Pro,PRODUCTIVITY,4.8,5865,15,"100,000+",Paid,$4.49 ,Everyone,Productivity,"July 18, 2018",1,4.1 and up
4772,BR Video Player,VIDEO_PLAYERS,4,46,3.1,"5,000+",Free,0,Everyone,Video Players & Editors,"April 20, 2015",1.0.6,3.0 and up
4773,Br. Parking - Busy road Parking 3D 2018,FAMILY,4.5,41,30,"5,000+",Free,0,Everyone,Simulation,"January 13, 2018",1.01,4.1 and up
4774,B R Telco FCU Mobile Banking,FINANCE,4.7,413,13,"10,000+",Free,0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up
4775,BR Chat Bot,SOCIAL,1.9,16,2.6,"1,000+",Free,0,Everyone,Social,"June 30, 2016",1,4.0 and up
4776,Br Browser,SOCIAL,4.9,29,2.5,500+,Free,0,Everyone,Social,"March 20, 2018",5,5.0 and up
4777,Dr B R Ambedkar (Jai Bhim),SOCIAL,4.7,2068,7.5,"100,000+",Free,0,Everyone,Social,"April 13, 2014",1,2.2 and up
4778,Br Shafi,FAMILY,4.9,1288,26,"10,000+",Free,0,Everyone,Education,"July 11, 2018",1,4.1 and up
4779,Dr. B.R.Ambedkar,SOCIAL,4.8,1902,5.2,"100,000+",Free,0,Everyone,Social,"June 5, 2014",1.3,2.1 and up
4780,Texas HoldEm Poker Deluxe (BR),GAME,4.5,1418,26,"10,000+",Free,0,Teen,Casino,"May 30, 2018",1.2.1,4.0.3 and up
4781,Mu Mobile BR,BUSINESS,4.5,43,92,100+,Free,0,Everyone,Business,"July 20, 2018",3.0.0 By Luccas,2.3 and up
4782,Brick Breaker BR,GAME,5,7,19,5+,Free,0,Everyone,Arcade,"July 23, 2018",1,4.1 and up
4783,BR Series,VIDEO_PLAYERS,3.9,1016,13,"50,000+",Free,0,Teen,Video Players & Editors,"May 28, 2018",6,4.1 and up
4784,CJ - BR MEMES,COMICS,4.3,109,3.5,"10,000+",Free,0,Everyone,Comics,"January 18, 2018",1,4.0.3 and up
4785,Vlogger Go Viral - Tuber Game,FAMILY,4.8,1304467,68,"10,000,000+",Free,0,Everyone,Strategy,"July 27, 2018",2.9,4.1 and up
4786,Next Portuguese(BR) Langpack,TOOLS,4.3,1320,0.778,"100,000+",Free,0,Everyone,Tools,"September 13, 2013",1,2.0 and up
4787,BR Ambedkar Biography & Quotes,BOOKS_AND_REFERENCE,4.6,156,2.1,"10,000+",Free,0,Everyone,Books & Reference,"June 11, 2018",2,2.3 and up
4788,Black Commando | Special Ops | FPS Shooting,GAME,4.1,1167,72,"100,000+",Free,0,Teen,Action,"May 3, 2018",1.4,4.1 and up
4789,GearBest Online Shopping,SHOPPING,4.5,245104,35,"5,000,000+",Free,0,Everyone,Shopping,"August 1, 2018",3.6.0,4.0.3 and up
4790,True Skateboarding Ride Skateboard Game Freestyle,GAME,3.8,8175,31,"1,000,000+",Free,0,Everyone 10+,Arcade,"January 3, 2018",2.11.7,4.1 and up
4791,Bullshit! (Free),GAME,2.4,45,4.1,"10,000+",Free,0,Teen,Card,"August 26, 2016",1.1,4.1 and up
4792,Bullshite!,GAME,2.8,48,13,"10,000+",Free,0,Teen,Card,"April 10, 2016",1.0.1,4.1 and up
4793,Block Strike,GAME,4.5,947515,60,"10,000,000+",Free,0,Teen,Action,"July 25, 2018",5.3.1,4.1 and up
4794,Loved by King Bs,FAMILY,4.6,5546,85,"100,000+",Free,0,Everyone,Simulation,"June 15, 2018",1.21,4.0.3 and up
4795,BombSquad Remote,GAME,4.1,13304,1.3,"1,000,000+",Free,0,Everyone,Arcade,"November 30, 2016",1.2.21,4.0 and up
4796,BS CS IT & SE,FAMILY,4.6,9,6.9,"1,000+",Free,0,Everyone,Education,"May 16, 2018",1.2,4.1 and up
4797,BSPlayer ARMv7 VFP CPU support,VIDEO_PLAYERS,4.3,9966,5.5,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 31, 2017",1.23,2.1 and up
4798,Marked by King Bs,FAMILY,4.6,70335,58,"500,000+",Free,0,Teen,Simulation,"October 17, 2017",1.0.7,4.3 and up
4799,COMSATS BOOK STORE FOR BS(CS),FAMILY,5,15,94,50+,Free,0,Everyone,Education,"July 11, 2018",2,4.0.3 and up
4800,BS-Mobile,COMMUNICATION,5,1,0.683,50+,Free,0,Everyone,Communication,"September 3, 2015",0.1,2.3 and up
4801,BS Meter (Ad Supported),FAMILY,3.9,14,0.592,"1,000+",Free,0,Teen,Entertainment,"August 14, 2013",2,2.2 and up
4802,Simulator Brawl Box for BS,FAMILY,3.9,168,6.4,"5,000+",Free,0,Everyone,Simulation,"June 27, 2017",1.1,4.0.3 and up
4803,BS Generator,FAMILY,4.2,5,3.3,100+,Free,0,Everyone,Entertainment,"July 23, 2016",1.1,4.4 and up
4804,BS player remote,VIDEO_PLAYERS,3.5,54,0.186,"10,000+",Free,0,Everyone,Video Players & Editors,"April 22, 2013",1,2.2 and up
4805,King of B.S.,FAMILY,4,4,0.84,100+,Free,0,Everyone,Education,"June 9, 2014",1.0.1,4.0.3 and up
4806,BS Play,FAMILY,3.7,56,1.5,"5,000+",Free,0,Everyone,Education,"March 4, 2015",1.1.2,4.0 and up
4807,B@dL!bs Lite,GAME,3.8,10,36,"1,000+",Free,0,Mature 17+,Word,"April 5, 2016",6,4.0.3 and up
4808,BS Battery+,TOOLS,4.3,269,0.647,"50,000+",Free,0,Everyone,Tools,"August 18, 2012",4.0.1,2.0 and up
4809,BS MAPS,MAPS_AND_NAVIGATION,4.5,6,2.5,50+,Free,0,Everyone,Maps & Navigation,"July 28, 2018",2.1,4.0 and up
4810,Beauty Rental Shop,FAMILY,4.6,11480,93,"100,000+",Free,0,Everyone,Simulation,"May 25, 2018",1.0.4,4.4 and up
4811,Bsc Agri Notes,FAMILY,4.5,301,5.6,"10,000+",Free,0,Everyone,Education,"July 1, 2018",1,4.1 and up
4812,Love Signal: D-Mate,FAMILY,4.3,1895,72,"50,000+",Free,0,Everyone,Simulation,"February 27, 2018",1.0.1,4.4 and up
4813,BSC IT,FAMILY,4.4,847,21,"10,000+",Free,0,Everyone,Education,"July 16, 2018",2.3,4.0.3 and up
4814,Sleeping Delivery,FAMILY,4.6,19640,67,"100,000+",Free,0,Teen,Simulation,"May 18, 2018",2,4.4 and up
4815,CABLE SIZE CALCULATOR BS 7671,TOOLS,3.9,333,1.1,"100,000+",Free,0,Everyone,Tools,"February 3, 2016",2.4,2.3 and up
4816,Strætó.is,MAPS_AND_NAVIGATION,3.1,742,15,"100,000+",Free,0,Everyone,Maps & Navigation,"July 9, 2018",5.7,4.1 and up
4817,VOLT DROP CALCULATOR BS 7671,TOOLS,3.9,71,1.1,"10,000+",Free,0,Everyone,Tools,"January 26, 2016",2,2.3 and up
4818,BSc Ag Entrance Preparation,FAMILY,4.4,138,6.2,"10,000+",Free,0,Everyone,Education,"May 31, 2018",3.7,4.1 and up
4819,17th Edition Cable Sizer,BOOKS_AND_REFERENCE,4.4,47,1.4,"1,000+",Paid,$3.08 ,Everyone,Books & Reference,"May 27, 2016",1.22,2.2 and up
4820,Black Survival,FAMILY,4.4,48451,52,"1,000,000+",Free,0,Teen,Strategy,"August 1, 2018",4.6.00,4.0.3 and up
4821,Black Social,SOCIAL,4.6,22,8.7,"1,000+",Free,0,Teen,Social,"August 5, 2018",31.1.4,4.3 and up
4822,BTNotification,TOOLS,3.9,15665,0.373,"5,000,000+",Free,0,Everyone,Tools,"July 8, 2016",1.1.43,4.0 and up
4823,Little Magnet BT,TOOLS,4.6,3703,3.8,"100,000+",Free,0,Everyone,Tools,"August 5, 2018",4.1.4,4.2 and up
4824,BT Notifier,TOOLS,2.5,2794,3.8,"1,000,000+",Free,0,Everyone,Tools,"May 28, 2018",2.9,4.3 and up
4825,Little Magnet BT Pro,TOOLS,4.6,251,3.8,"1,000+",Paid,$0.99 ,Everyone,Tools,"August 5, 2018",4.1.4,4.2 and up
4826,Bt Notifier -Smartwatch notice,TOOLS,2.8,632,8.2,"500,000+",Free,0,Everyone,Tools,"May 23, 2017",1,6.0 and up
4827,BT One Voice mobile access,COMMUNICATION,4,32,0.437,"5,000+",Free,0,Everyone,Communication,"July 30, 2015",Version 1.6,1.6 and up
4828,BT One Mobile secure access,BUSINESS,3.4,54,5.7,"10,000+",Free,0,Everyone,Business,"July 28, 2016",3.61,2.3.3 and up
4829,BT Communicator,SOCIAL,3.8,32,1.6,"10,000+",Free,0,Teen,Social,"December 16, 2016",1,1.6 and up
4830,BT One Voice anywhere,BUSINESS,4.5,80,16,"10,000+",Free,0,Everyone,Business,"December 23, 2016",2.54.3,2.2 and up
4831,BT Find Address for Bluetooth,BUSINESS,4.8,8,2.6,"5,000+",Free,0,Everyone,Business,"October 31, 2017",2,3.0 and up
4832,BT Camera,PHOTOGRAPHY,3.3,1307,6.6,"500,000+",Free,0,Everyone,Photography,"February 24, 2017",1.8,2.3 and up
4833,BT Messenger,COMMUNICATION,3.9,97,0.598,"50,000+",Free,0,Everyone,Communication,"May 15, 2015",1,2.2 and up
4834,BT One Phone Mobile App,COMMUNICATION,3.5,33,2.7,"10,000+",Free,0,Everyone,Communication,"September 18, 2017",2.2.6,4.1 and up
4835,SW-100.tch by Callstel,COMMUNICATION,4,1926,0.716,"1,000,000+",Free,0,Everyone,Communication,"December 16, 2015",1.3.20,2.2 and up
4836,BT MeetMe with Dolby Voice,COMMUNICATION,3.6,437,12,"100,000+",Free,0,Everyone,Communication,"July 13, 2018",2.66.5,5.0 and up
4837,BT Share It,BUSINESS,4.7,12,13,500+,Free,0,Everyone,Business,"May 16, 2018",3.4.2,4.4 and up
4838,Bluetooth Auto Connect,COMMUNICATION,3.9,20829,1.9,"5,000,000+",Free,0,Everyone,Communication,"November 17, 2017",4.5.4,3.0 and up
4839,Wifi BT Scanner,FAMILY,5,2,1.2,500+,Free,0,Everyone,Education,"November 3, 2016",1,4.0.3 and up
4840,Ultimate Control BT,BUSINESS,4.6,14,4.3,500+,Free,0,Everyone,Business,"June 6, 2018",3.3.2,4.4 and up
4841,BT Controller,TOOLS,3.9,4374,13,"1,000,000+",Free,0,Everyone,Tools,"June 25, 2018",3.1.3,4.2 and up
4842,BT Church,LIFESTYLE,4.9,26,8.4,"1,000+",Free,0,Teen,Lifestyle,"June 25, 2018",3.8.0,4.1 and up
4843,Mediatek SmartDevice,TOOLS,3.6,11187,7.3,"1,000,000+",Free,0,Everyone,Tools,"March 17, 2017",V1.7.6,4.0 and up
4844,LG BT Reader Plus,TOOLS,3.7,2992,0.585,"500,000+",Free,0,Everyone,Tools,"February 25, 2016",2.1.11,4.1 and up
4845,BT Mobile,MAPS_AND_NAVIGATION,3.9,22,3.2,"1,000+",Free,0,Everyone,Maps & Navigation,"July 4, 2018",2.2,4.1 and up
4846,MagicLight BT,LIFESTYLE,2.7,135,6.5,"10,000+",Free,0,Everyone,Lifestyle,"July 11, 2018",1.2.1,4.3 and up
4847,Bluetooth Control BT->uC FREE,TOOLS,3.8,67,2.7,"10,000+",Free,0,Everyone,Tools,"June 6, 2016",1.9.0,3.0 and up
4848,B.T.,NEWS_AND_MAGAZINES,2.8,636,1.4,"100,000+",Free,0,Everyone,News & Magazines,"June 8, 2018",1.12.2,4.1 and up
4849,Autool BT-BOX,TOOLS,3.5,4,17,500+,Free,0,Everyone,Tools,"May 12, 2018",1.0.1,4.3 and up
4850,BT Remote (SPP) for Bluetooth,TOOLS,4.1,36,3.1,"10,000+",Free,0,Everyone,Tools,"October 24, 2016",1.16,2.3.3 and up
4851,Battery Notifier Pro BT,TOOLS,4.7,1363,1.6,"10,000+",Paid,$2.59 ,Everyone,Tools,"June 7, 2017",2.5.18,1.6 and up
4852,Battery Notifier BT Free,TOOLS,4.5,21979,0.982,"1,000,000+",Free,0,Everyone,Tools,"June 7, 2017",2.1.15,1.6 and up
4853,"BT Dating -Find your match, help cupid, be social",SOCIAL,4.1,158,26,"50,000+",Free,0,Mature 17+,Social,"July 19, 2018",2.3,4.1 and up
4854,Aegis BT,BUSINESS,4.8,16,4.5,500+,Free,0,Everyone,Business,"September 6, 2017",1.0.10,4.1 and up
4855,AudioBT: BT audio GPS/SMS/Text,COMMUNICATION,3.4,198,0.219,"50,000+",Free,0,Everyone,Communication,"February 21, 2017",3.2.1,4.0 and up
4856,Jabbla BT,TOOLS,5,3,0.055,100+,Free,0,Everyone,Tools,"October 6, 2014",1,4.2 and up
4857,SenseView BT Zephyr Sensor,TOOLS,4.3,37,0.323,"5,000+",Free,0,Everyone,Tools,"May 15, 2015",1.1.15205,2.2 and up
4858,Bu the Baby Bunny - Cute pet care game,FAMILY,4.4,37122,89,"1,000,000+",Free,0,Everyone,Educational,"June 14, 2018",1.03,4.1 and up
4859,Boston University Alumni,FAMILY,1.8,5,5.2,"1,000+",Free,0,Everyone,Education,"December 2, 2017",4,4.4 and up
4860,BU Bus Tracker,MAPS_AND_NAVIGATION,4.2,57,15,"10,000+",Free,0,Everyone,Maps & Navigation,"September 5, 2017",2.02,4.1 and up
4861,kick the buddy,GAME,3.3,294,19,"10,000+",Free,0,Everyone,Arcade,"July 19, 2018",1,3.0 and up
4862,BU Study,FAMILY,5,7,5.6,10+,Free,0,Everyone,Education,"December 7, 2017",1,4.0.3 and up
4863,sustainability@BU,LIFESTYLE,4.8,10,11,"1,000+",Free,0,Everyone,Lifestyle,"January 18, 2018",4.2.7,4.1 and up
4864,BU Mobile,FAMILY,4.5,472,4.3,"10,000+",Free,0,Everyone,Education,"July 6, 2018",2.4.1,2.3.3 and up
4865,Barisal University App-BU Face,FAMILY,5,100,10,"1,000+",Free,0,Everyone,Education,"May 6, 2018",3.1.1,4.0.3 and up
4866,"Pu - Cute giant panda bear, baby pet care game",FAMILY,4.5,22167,88,"1,000,000+",Free,0,Everyone,Educational,"June 12, 2018",1.18,4.1 and up
4867,BU Students' Rep. Council,FAMILY,4.7,38,5.3,500+,Free,0,Everyone,Education,"July 5, 2018",5.45.0_713,4.0 and up
4868,BU Calculator,FAMILY,4.6,69,3.1,"1,000+",Free,0,Everyone,Education,"July 24, 2017",2.4,4.0.3 and up
4869,BU Syllabus,FAMILY,4.5,38,6.5,"1,000+",Free,0,Everyone,Education,"September 21, 2017",1.0.3,4.0.3 and up
4870,BU Bison Nation,SPORTS,3.5,4,40,100+,Free,0,Everyone,Sports,"September 21, 2017",6.0.2,4.4 and up
4871,BU Library,FAMILY,3.5,4,21,"1,000+",Free,0,Everyone,Education,"September 22, 2017",1.1,4.3 and up
4872,SkyTest BU/GU Lite,BUSINESS,2.9,28,20,500+,Paid,$17.99 ,Everyone,Business,"October 24, 2017",2.0.5,3.0 and up
4873,Kristian Hla Bu,BOOKS_AND_REFERENCE,4.8,238,27,"10,000+",Free,0,Everyone,Books & Reference,"May 25, 2018",1,4.0 and up
4874,SA HLA BU,BOOKS_AND_REFERENCE,4.7,119,1.5,"1,000+",Free,0,Everyone,Books & Reference,"September 21, 2017",1,4.1 and up
4875,Büfe BU,LIFESTYLE,4.1,14,13,100+,Free,0,Everyone,Lifestyle,"October 17, 2015",2,4.0.3 and up
